ADM0_ES,ADM0_PCODE,ADM1ALT1ES,ADM1ALT2ES,ADM1_ES,ADM1_PCODE,ADM1_REF,CIR_Index,CWC,FAPAR,FID,IRECI_Index,LAI,PVI_Index,SAVI_Index,Shape_Area,Shape_Leng,TSAVI_Index,administra,app_id,categoria,centroid_x,centroid_y,date,escala,fecha_act,fecha_regi,hectareas0,hectareas_,id_pnn,nombre,organizaci,perimetro_,record_id,resolucion,territoria,type,url,validOn,validTo,validado,wkid,longitude,latitude
Colombia,CO,,,Casanare,CO85,,0.28823089599609375,-0.015546631999313831,0.19740629196166992,0,0.002759611466899514,0.8646926283836365,0.1102592721581459,0.22468528151512146,3.61506314804,12.1327535552,0.18624047935009003,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.8290688,5.31690962,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1589241600000}","{'type': 'Date', 'value': 1589241600000}",399.86215769,399.8622,1605.0,San Andrés,Parques Nacionales Naturales de Colombia,,2047.0,014,,,https://runap.parquesnacionales.gov.co/area-protegida/1605,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.82572481527656,5.314349736944188
Colombia,CO,,,Casanare,CO85,,0.4365159869194031,0.26038607954978943,0.3812797963619232,1,-0.0037701448891311884,1.3095479011535645,0.17401039600372314,0.34700843691825867,3.61506314804,12.1327535552,0.28926411271095276,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.76691139,5.13423822,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1509408000000}","{'type': 'Date', 'value': 1509408000000}",4095.08236191,4088.36,715.0,La Travesada,Parques Nacionales Naturales de Colombia,,1468.0,0073,,,https://runap.parquesnacionales.gov.co/area-protegida/715,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.73700090524206,5.145731535221287
Colombia,CO,,,Casanare,CO85,,0.3625405728816986,0.15791097283363342,0.2895503044128418,2,-0.010843065567314625,1.0876216888427734,0.14783452451229095,0.29127004742622375,3.61506314804,12.1327535552,0.24358563125133514,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.76180935,5.28005268,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1559692800000}","{'type': 'Date', 'value': 1559692800000}",6405.3887807,6405.388,1441.0,Miravalles,Parques Nacionales Naturales de Colombia,,1816.0,191,,,https://runap.parquesnacionales.gov.co/area-protegida/1441,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.74462425048463,5.289583718515739
Colombia,CO,,,Casanare,CO85,,0.25007590651512146,0.014672764576971531,0.15009412169456482,3,-0.00017969431064557284,0.750227689743042,0.0769660472869873,0.17457258701324463,3.61506314804,12.1327535552,0.14107926189899445,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.01851749,5.34381857,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1515110400000}","{'type': 'Date', 'value': 1515110400000}",4968.3326316,4968.3293,1281.0,Medano Los Morrucos,Parques Nacionales Naturales de Colombia,,1546.0,143,,,https://runap.parquesnacionales.gov.co/area-protegida/1281,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.99240312996292,5.318452189559173
Colombia,CO,,,Casanare,CO85,,0.4642798602581024,0.22611486911773682,0.4157070219516754,4,-0.014455818571150303,1.3928395509719849,0.18889650702476501,0.37261977791786194,3.61506314804,12.1327535552,0.3115167021751404,PNNC,1.0,Reserva Natural de la Sociedad Civil,-72.32612175,5.29468584,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1536019200000}","{'type': 'Date', 'value': 1536019200000}",447.13827787,447.35,1329.0,Fundo Palmarito,Parques Nacionales Naturales de Colombia,,1696.0,205,,,https://runap.parquesnacionales.gov.co/area-protegida/1329,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-72.30891137207092,5.296270440170505
Colombia,CO,,,Casanare,CO85,,0.336128294467926,0.10068746656179428,0.2567991018295288,5,0.005540180020034313,1.0083849430084229,0.13339722156524658,0.26664605736732483,3.61506314804,12.1327535552,0.22213588654994965,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.74861786,5.34481157,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1439424000000}","{'type': 'Date', 'value': 1439424000000}",842.65772301,842.6948,720.0,Quinto Patio del Lagunazo,Parques Nacionales Naturales de Colombia,,841.0,0083,,,https://runap.parquesnacionales.gov.co/area-protegida/720,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.74237122697541,5.3451384540390094
Colombia,CO,,,Casanare,CO85,,0.35620421171188354,0.14058083295822144,0.2816932201385498,6,-0.011013427749276161,1.0686125755310059,0.1356634944677353,0.2770858705043793,3.61506314804,12.1327535552,0.22954024374485016,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.59958505,5.27602093,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1565827200000}","{'type': 'Date', 'value': 1565827200000}",472.73898314,472.739,1476.0,Gaviota-Caracolí,Parques Nacionales Naturales de Colombia,,1862.0,053,,,https://runap.parquesnacionales.gov.co/area-protegida/1476,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.60027959136832,5.288005857076539
Colombia,CO,,,Casanare,CO85,,0.35044679045677185,0.12475333362817764,0.2745540142059326,7,0.005070942919701338,1.0513403415679932,0.12449966371059418,0.26346784830093384,3.61506314804,12.1327535552,0.21633096039295197,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.83154251,5.19816011,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1559692800000}","{'type': 'Date', 'value': 1559692800000}",146.40761574,146.4076,1422.0,Padrote 1,Parques Nacionales Naturales de Colombia,,1808.0,193,,,https://runap.parquesnacionales.gov.co/area-protegida/1422,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.82700997112434,5.199812192190777
Colombia,CO,,,Casanare,CO85,,0.3610645830631256,0.11826470494270325,0.28772008419036865,8,0.003373560728505254,1.0831937789916992,0.13534630835056305,0.27871713042259216,3.61506314804,12.1327535552,0.23040835559368134,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.35766948,6.03924821,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1332288000000}","{'type': 'Date', 'value': 1332288000000}",9881.50006573,9887.628,259.0,La Aurora,Parques Nacionales Naturales de Colombia,,536.0,0195,,,https://runap.parquesnacionales.gov.co/area-protegida/259,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.32393405410204,6.055284843423349
Colombia,CO,,,Casanare,CO85,,0.29637375473976135,0.007445702329277992,0.20750343799591064,9,-0.005471952725201845,0.8891212344169617,0.12742266058921814,0.24395127594470978,3.61506314804,12.1327535552,0.20562399923801422,CORPORINOQUIA,1.0,Distritos Regionales de Manejo Integrado,-72.45972108,4.94526663,"{'type': 'Date', 'value': 1514764800000}",,,,13757.75267263,13768.0,1040.0,El Tinije,Corporación Autónoma Regional de la Orinoquía,,1144.0,08012,,,https://runap.parquesnacionales.gov.co/area-protegida/1040,"{'type': 'Date', 'value': 1586995200000}",,Si,0,-72.44646985437241,4.905650938780282
Colombia,CO,,,Casanare,CO85,,0.30959808826446533,0.06587280333042145,0.223901629447937,10,0.0025215395726263523,0.928794264793396,0.11615289747714996,0.23908741772174835,3.61506314804,12.1327535552,0.19766947627067566,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.83891825,5.31361113,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1590969600000}","{'type': 'Date', 'value': 1590969600000}",292.26002232,292.26,1620.0,Valledupar,Parques Nacionales Naturales de Colombia,,2063.0,033,,,https://runap.parquesnacionales.gov.co/area-protegida/1620,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.83511292115016,5.312960755557491
Colombia,CO,,,Casanare,CO85,,0.47743532061576843,0.2746714651584625,0.43201979994773865,11,0.014094747602939606,1.432305932044983,0.19031384587287903,0.3795293867588043,3.61506314804,12.1327535552,0.3163714110851288,CORPORINOQUIA,1.0,Distritos Regionales de Manejo Integrado,-72.45972108,4.94526663,"{'type': 'Date', 'value': 1514764800000}",,,,13757.75267263,13768.0,1040.0,El Tinije,Corporación Autónoma Regional de la Orinoquía,,1144.0,08012,,,https://runap.parquesnacionales.gov.co/area-protegida/1040,"{'type': 'Date', 'value': 1586995200000}",,Si,0,-72.42791484011397,4.924731890238368
Colombia,CO,,,Casanare,CO85,,0.3119184374809265,0.13261038064956665,0.22677886486053467,12,-0.0027721247170120478,0.9357553124427795,0.11038491129875183,0.23405024409294128,3.61506314804,12.1327535552,0.1920861452817917,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.52514115,4.73262543,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1632960000000}","{'type': 'Date', 'value': 1632960000000}",9094.05584956,9094.0559,1736.0,El Boral,Parques Nacionales Naturales de Colombia,,2198.0,102,,,https://runap.parquesnacionales.gov.co/area-protegida/1736,"{'type': 'Date', 'value': 1586995200000}",,Si,0,-71.56636568415358,4.727268870619715
Colombia,CO,,,Casanare,CO85,,0.2881065309047699,-0.01506759226322174,0.197252094745636,13,0.0035698728170245886,0.8643195629119873,0.10536505281925201,0.21973362565040588,3.61506314804,12.1327535552,0.18107275664806366,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.33653741,5.67885627,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1578873600000}","{'type': 'Date', 'value': 1578873600000}",840.27072863,840.2707,1543.0,El Venado,Parques Nacionales Naturales de Colombia,,1956.0,185,,,https://runap.parquesnacionales.gov.co/area-protegida/1543,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.33920396360874,5.677189447264656
Colombia,CO,,,Casanare,CO85,,0.45878756046295166,0.2692514657974243,0.4088965654373169,14,-0.004564309027045965,1.376362681388855,0.18710045516490936,0.36861351132392883,3.61506314804,12.1327535552,0.3082715570926666,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.78939750000002,5.15952822,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1509408000000}","{'type': 'Date', 'value': 1509408000000}",3993.40449174,3994.117,714.0,La Bramadora,Parques Nacionales Naturales de Colombia,,1470.0,0074,,,https://runap.parquesnacionales.gov.co/area-protegida/714,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.74902825689075,5.191495923611347
Colombia,CO,,,Casanare,CO85,,0.29955899715423584,0.013760988600552082,0.2114531695842743,15,-0.0028667759615927935,0.8986769914627075,0.11733326315879822,0.2361653745174408,3.61506314804,12.1327535552,0.1963852047920227,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.78939750000002,5.15952822,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1509408000000}","{'type': 'Date', 'value': 1509408000000}",3993.40449174,3994.117,714.0,La Bramadora,Parques Nacionales Naturales de Colombia,,1470.0,0074,,,https://runap.parquesnacionales.gov.co/area-protegida/714,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.80181294279488,5.153387597840641
Colombia,CO,,,Casanare,CO85,,0.2931998670101166,0.04289572313427925,0.20356783270835876,16,0.008915024809539318,0.8795995712280273,0.11392432451248169,0.23027154803276062,3.61506314804,12.1327535552,0.19127370417118073,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.33490734,5.61127568,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1574553600000}","{'type': 'Date', 'value': 1574553600000}",835.77459231,835.7746,1518.0,San Pablo,Parques Nacionales Naturales de Colombia,,1923.0,165,,,https://runap.parquesnacionales.gov.co/area-protegida/1518,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.3371277551258,5.608065695800097
Colombia,CO,,,Casanare,CO85,,0.2711981534957886,0.1587332934141159,0.1762857288122177,17,-0.0677390843629837,0.8135944604873657,0.11231683194637299,0.21945345401763916,3.61506314804,12.1327535552,0.18394102156162262,CORPORINOQUIA,1.0,Distritos Regionales de Manejo Integrado,-72.45632566,4.84191447,"{'type': 'Date', 'value': 1514764800000}",,,,1376.74403738,1392.0,1041.0,El Bocachico,Corporación Autónoma Regional de la Orinoquía,,1145.0,13014,,,https://runap.parquesnacionales.gov.co/area-protegida/1041,"{'type': 'Date', 'value': 1586995200000}",,Si,0,-72.4379742753668,4.838044920316115
Colombia,CO,,,Casanare,CO85,,0.42890456318855286,0.2277560979127884,0.3718416690826416,18,-0.012328498996794224,1.286713719367981,0.16937966644763947,0.339453786611557,3.61506314804,12.1327535552,0.2825958728790283,MinAmbiente,1.0,Reservas Forestales Protectoras Nacionales,-72.50404682,5.41534931,"{'type': 'Date', 'value': 1514764800000}",,,,2680.15489079,2700.0,423.0,Cuenca Hidrográfica de la Quebrada la Tablona,Ministerio de Ambiente y Desarrollo Sostenible,,642.0,"245,245",,,https://runap.parquesnacionales.gov.co/area-protegida/423,"{'type': 'Date', 'value': 1586995200000}",,Si,0,-72.48048442688807,5.418781230123517
Colombia,CO,,,Casanare,CO85,,0.3407701849937439,0.07132720202207565,0.2625550329685211,19,0.014954212121665478,1.022310495376587,0.14068230986595154,0.2753474712371826,3.61506314804,12.1327535552,0.23068273067474365,CORPORINOQUIA,1.0,Distritos Regionales de Manejo Integrado,-72.59272093,4.48346828,"{'type': 'Date', 'value': 1514764800000}",,,,20120.16620476,20133.84,1039.0,Mata de la Urama,Corporación Autónoma Regional de la Orinoquía,,1146.0,07008,,,https://runap.parquesnacionales.gov.co/area-protegida/1039,"{'type': 'Date', 'value': 1586995200000}",,Si,0,-72.51979017823648,4.4025982162843995
Colombia,CO,,,Casanare,CO85,,0.26587238907814026,0.08668573200702667,0.16968174278736115,20,-0.0005310207488946617,0.7976171374320984,0.10352275520563126,0.20901766419410706,3.61506314804,12.1327535552,0.17366895079612732,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.35766948,6.03924821,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1332288000000}","{'type': 'Date', 'value': 1332288000000}",9881.50006573,9887.628,259.0,La Aurora,Parques Nacionales Naturales de Colombia,,536.0,0195,,,https://runap.parquesnacionales.gov.co/area-protegida/259,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.3464207583797,6.063580721503131
Colombia,CO,,,Casanare,CO85,,0.22782403230667114,0.0068487185053527355,0.12250180542469025,21,-0.001950868172571063,0.6834720969200134,0.06925545632839203,0.15798762440681458,3.61506314804,12.1327535552,0.12752023339271545,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.9340412,5.39594619,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1577318400000}","{'type': 'Date', 'value': 1577318400000}",699.94181289,699.9413,1523.0,Las Brisas,Parques Nacionales Naturales de Colombia,,1944.0,150,,,https://runap.parquesnacionales.gov.co/area-protegida/1523,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.93060684325674,5.386714513732604
Colombia,CO,,,Casanare,CO85,,0.3498149514198303,0.11536785960197449,0.2737705409526825,22,0.016090096905827522,1.0494447946548462,0.12966923415660858,0.2685653269290924,3.61506314804,12.1327535552,0.22169406712055206,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.23071261,5.68543474,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1585612800000}","{'type': 'Date', 'value': 1585612800000}",2502.98782296,2502.9878,1549.0,Veracruz,Parques Nacionales Naturales de Colombia,,1995.0,225,,,https://runap.parquesnacionales.gov.co/area-protegida/1549,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.23067297598469,5.666776491912231
Colombia,CO,,,Casanare,CO85,,0.42559632658958435,0.14965012669563293,0.3677394390106201,23,0.004495322238653898,1.2767889499664307,0.1829022616147995,0.35024940967559814,3.61506314804,12.1327535552,0.2952022850513458,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.81819038,5.23564688,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1565740800000}","{'type': 'Date', 'value': 1565740800000}",2941.131126,2941.1311,1472.0,Altamira,Parques Nacionales Naturales de Colombia,,1861.0,043,,,https://runap.parquesnacionales.gov.co/area-protegida/1472,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.842477938008,5.230823538332782
Colombia,CO,,,Casanare,CO85,,0.30488407611846924,0.021436940878629684,0.21805624663829803,24,-0.014648957177996635,0.9146522283554077,0.10775045305490494,0.22861813008785248,3.61506314804,12.1327535552,0.1875973790884018,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.23071261,5.68543474,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1585612800000}","{'type': 'Date', 'value': 1585612800000}",2502.98782296,2502.9878,1549.0,Veracruz,Parques Nacionales Naturales de Colombia,,1995.0,225,,,https://runap.parquesnacionales.gov.co/area-protegida/1549,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.24030701851349,5.672552682064702
Colombia,CO,,,Casanare,CO85,,0.29037728905677795,0.0745169073343277,0.20006784796714783,25,-0.025999058037996292,0.8711318969726562,0.0993894413113594,0.21425363421440125,3.61506314804,12.1327535552,0.17514371871948242,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.9140135,5.31893263,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1403654400000}","{'type': 'Date', 'value': 1403654400000}",6500.97842713,6545.0,694.0,Hato Venecia De Guanapalo,Parques Nacionales Naturales de Colombia,,741.0,0016,,,https://runap.parquesnacionales.gov.co/area-protegida/694,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.89100969181833,5.285359804761347
Colombia,CO,,,Casanare,CO85,,0.30307281017303467,0.09726210683584213,0.21581029891967773,26,0.03153129667043686,0.9092184901237488,0.10699502378702164,0.22713755071163177,3.61506314804,12.1327535552,0.18635815382003784,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.27432822,4.91771088,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1657497600000}","{'type': 'Date', 'value': 1657497600000}",1360.03469871,1360.0347,1831.0,Buenavista,Parques Nacionales Naturales de Colombia,,2336.0,051,,,https://runap.parquesnacionales.gov.co/area-protegida/1831,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.27743226750417,4.925301537942621
Colombia,CO,,,Casanare,CO85,,0.27487093210220337,0.019967857748270035,0.18083995580673218,27,0.003484476823359728,0.8246127963066101,0.09930948913097382,0.20838578045368195,3.61506314804,12.1327535552,0.1714593768119812,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.2701043,5.01362485,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1670371200000}","{'type': 'Date', 'value': 1670371200000}",708.99037025,708.9904,1899.0,Las Brisas,Parques Nacionales Naturales de Colombia,,2418.0,071,,,https://runap.parquesnacionales.gov.co/area-protegida/1899,"{'type': 'Date', 'value': 1586995200000}",,Si,0,-71.25725117398353,5.016467794943358
Colombia,CO,,,Casanare,CO85,,0.3096098005771637,-0.007231710013002157,0.223916158080101,28,0.0050400374457240105,0.9288294315338135,0.11795500665903091,0.24087756872177124,3.61506314804,12.1327535552,0.19955340027809143,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.01851749,5.34381857,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1515110400000}","{'type': 'Date', 'value': 1515110400000}",4968.3326316,4968.3293,1281.0,Medano Los Morrucos,Parques Nacionales Naturales de Colombia,,1546.0,143,,,https://runap.parquesnacionales.gov.co/area-protegida/1281,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.03801239636718,5.3700411448574386
Colombia,CO,,,Casanare,CO85,,0.5081890225410461,0.3238212466239929,0.47015440464019775,29,-0.0012713256292045116,1.5245671272277832,0.21705983579158783,0.4170604646205902,3.61506314804,12.1327535552,0.35118424892425537,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.71341034,5.48053545,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1561420800000}","{'type': 'Date', 'value': 1561420800000}",186.87046048,186.8705,1414.0,Berlín,Parques Nacionales Naturales de Colombia,,1831.0,010,,,https://runap.parquesnacionales.gov.co/area-protegida/1414,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.72011639942872,5.477417219751892
Colombia,CO,,,Casanare,CO85,,0.40121790766716003,0.24585404992103577,0.33751022815704346,30,0.010743341408669949,1.2036536931991577,0.1740747094154358,0.331604927778244,3.61506314804,12.1327535552,0.2798970937728882,CORPORINOQUIA,1.0,Distritos Regionales de Manejo Integrado,-72.45632566,4.84191447,"{'type': 'Date', 'value': 1514764800000}",,,,1376.74403738,1392.0,1041.0,El Bocachico,Corporación Autónoma Regional de la Orinoquía,,1145.0,13014,,,https://runap.parquesnacionales.gov.co/area-protegida/1041,"{'type': 'Date', 'value': 1586995200000}",,Si,0,-72.43511036544265,4.842838314501085
Colombia,CO,,,Casanare,CO85,,0.31724947690963745,0.07913687080144882,0.23338934779167175,31,-0.00993539672344923,0.9517484307289124,0.13164184987545013,0.2569454312324524,3.61506314804,12.1327535552,0.21542681753635406,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.33490734,5.61127568,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1574553600000}","{'type': 'Date', 'value': 1574553600000}",835.77459231,835.7746,1518.0,San Pablo,Parques Nacionales Naturales de Colombia,,1923.0,165,,,https://runap.parquesnacionales.gov.co/area-protegida/1518,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.3285913197198,5.603409566681284
Colombia,CO,,,Casanare,CO85,,0.25063425302505493,0.05213052034378052,0.15078645944595337,32,0.0056960703805089,0.7519027590751648,0.07759235054254532,0.1755119264125824,3.61506314804,12.1327535552,0.14192190766334534,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.01851749,5.34381857,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1515110400000}","{'type': 'Date', 'value': 1515110400000}",4968.3326316,4968.3293,1281.0,Medano Los Morrucos,Parques Nacionales Naturales de Colombia,,1546.0,143,,,https://runap.parquesnacionales.gov.co/area-protegida/1281,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.0348664768981,5.327256914540094
Colombia,CO,,,Casanare,CO85,,0.3576158285140991,0.14507034420967102,0.2834436297416687,33,-0.007492171600461006,1.0728474855422974,0.13195587694644928,0.2739412188529968,3.61506314804,12.1327535552,0.22599898278713226,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.8950735,4.86840585,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1635552000000}","{'type': 'Date', 'value': 1635552000000}",793.74548931,793.7454,1744.0,Estero Matemarrano,Parques Nacionales Naturales de Colombia,,2210.0,113,,,https://runap.parquesnacionales.gov.co/area-protegida/1744,"{'type': 'Date', 'value': 1586995200000}",,Si,0,-71.89352732616231,4.883762387090212
Colombia,CO,,,Casanare,CO85,,0.3486670255661011,0.1222962811589241,0.2723471224308014,34,-0.005469242576509714,1.0460010766983032,0.1360454261302948,0.27438080310821533,3.61506314804,12.1327535552,0.22804339230060577,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.9140135,5.31893263,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1403654400000}","{'type': 'Date', 'value': 1403654400000}",6500.97842713,6545.0,694.0,Hato Venecia De Guanapalo,Parques Nacionales Naturales de Colombia,,741.0,0016,,,https://runap.parquesnacionales.gov.co/area-protegida/694,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.97249731851004,5.352608693834287
Colombia,CO,,,Casanare,CO85,,0.26412951946258545,-0.0360751748085022,0.16752061247825623,35,0.0005929203471168876,0.7923886179924011,0.09408719092607498,0.19884030520915985,3.61506314804,12.1327535552,0.16331952810287476,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.74628269,5.11604655,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1509408000000}","{'type': 'Date', 'value': 1509408000000}",3978.39408736,4026.8,788.0,Caño Viejo,Parques Nacionales Naturales de Colombia,,1466.0,0010,,,https://runap.parquesnacionales.gov.co/area-protegida/788,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.69172349714242,5.134187476520565
Colombia,CO,,,Casanare,CO85,,0.27832990884780884,0.003024367382749915,0.1851290911436081,36,0.006702614948153496,0.8349897265434265,0.09391194581985474,0.20387107133865356,3.61506314804,12.1327535552,0.166382297873497,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.52510675,5.55429317,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1588032000000}","{'type': 'Date', 'value': 1588032000000}",2000.04480956,2000.2249,1551.0,El Tirriagal,Parques Nacionales Naturales de Colombia,,2032.0,227,,,https://runap.parquesnacionales.gov.co/area-protegida/1551,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.52378374766225,5.5312195797709105
Colombia,CO,,,Casanare,CO85,,0.4444941580295563,0.2906394898891449,0.39117273688316345,37,-0.007004846818745136,1.3334825038909912,0.18001613020896912,0.35597679018974304,3.61506314804,12.1327535552,0.2974064350128174,CORPORINOQUIA,1.0,Distritos Regionales de Manejo Integrado,-72.45972108,4.94526663,"{'type': 'Date', 'value': 1514764800000}",,,,13757.75267263,13768.0,1040.0,El Tinije,Corporación Autónoma Regional de la Orinoquía,,1144.0,08012,,,https://runap.parquesnacionales.gov.co/area-protegida/1040,"{'type': 'Date', 'value': 1586995200000}",,Si,0,-72.4192804618767,4.920572883887863
Colombia,CO,,,Casanare,CO85,,0.2659710943698883,0.011437375098466873,0.1698041409254074,38,-0.0029762221965938807,0.7979132533073425,0.109171561896801,0.21433718502521515,3.61506314804,12.1327535552,0.17941829562187195,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.81819038,5.23564688,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1565740800000}","{'type': 'Date', 'value': 1565740800000}",2941.131126,2941.1311,1472.0,Altamira,Parques Nacionales Naturales de Colombia,,1861.0,043,,,https://runap.parquesnacionales.gov.co/area-protegida/1472,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.78864960380892,5.22824535476286
Colombia,CO,,,Casanare,CO85,,0.37384697794914246,0.16313770413398743,0.3035702407360077,39,0.0008145872852765024,1.121540904045105,0.14455083012580872,0.2929248809814453,3.61506314804,12.1327535552,0.24315445125102997,PNNC,1.0,Reserva Natural de la Sociedad Civil,-71.71956579,5.18523636,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1509408000000}","{'type': 'Date', 'value': 1509408000000}",4043.56088602,4000.0,761.0,Matabrava,Parques Nacionales Naturales de Colombia,,1467.0,0053,,,https://runap.parquesnacionales.gov.co/area-protegida/761,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-71.69270523277994,5.212966819119419
Colombia,CO,,,Casanare,CO85,,0.2287350445985794,0.01888589933514595,0.12363146245479584,40,0.005109861958771944,0.6862051486968994,0.07429040223360062,0.164276584982872,3.61506314804,12.1327535552,0.1335027813911438,PNNC,1.0,Reserva Natural de la Sociedad Civil,-70.76180935,5.28005268,"{'type': 'Date', 'value': 1514764800000}",,"{'type': 'Date', 'value': 1559692800000}","{'type': 'Date', 'value': 1559692800000}",6405.3887807,6405.388,1441.0,Miravalles,Parques Nacionales Naturales de Colombia,,1816.0,191,,,https://runap.parquesnacionales.gov.co/area-protegida/1441,"{'type': 'Date', 'value': 1586995200000}",,Si,3117,-70.83823632334573,5.2960844203692545
