FID,categoria,nombre,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
30,Reservas de la Biosfera Río Apa,Cerrado del Río Apa,0.70038,0.6755521739130436,0.5921304347826087,0.6913304347826087,0.6836130434782609,0.6542347826086957,0.6702565217391304,0.6048956521739131,0.6474695652173913,0.6426260869565217,0.6707521739130435,0.6583782608695652,0.6616260869565217,0.6555652173913044,0.6713391304347827,0.7154869565217391,0.6565913043478261,0.632395652173913,0.6811347826086958,0.6332130434782609,0.6696391304347826,0.5797347826086957,0.6447652173913043,0.6735217391304348,0.6086086956521739,0.6736826086956522
31,Reservas de la Biosfera Río Apa,Cerrado del Río Apa,0.633205,0.6216,0.5112782608695652,0.6210391304347826,0.6533695652173913,0.5791695652173914,0.6191826086956522,0.5631217391304348,0.6107434782608696,0.5815956521739131,0.6318260869565218,0.6103826086956522,0.650895652173913,0.5881869565217391,0.6501260869565217,0.6265000000000001,0.5960913043478261,0.587804347826087,0.6291739130434784,0.5708565217391305,0.6321608695652174,0.5646347826086957,0.6162130434782609,0.6371,0.5807260869565217,0.6628478260869566
32,Paisaje Protegido,Estero Yetyty,0.709315,0.6834652173913044,0.7257478260869565,0.7318521739130436,0.6954,0.7146869565217392,0.7226043478260871,0.7237869565217392,0.679113043478261,0.7147,0.7237217391304348,0.7113826086956523,0.7428391304347827,0.6631956521739131,0.6882608695652175,0.730195652173913,0.673795652173913,0.6826695652173913,0.7075565217391304,0.6679913043478262,0.6999217391304349,0.6970086956521739,0.7326695652173913,0.725513043478261,0.7423130434782609,0.6917869565217392
33,Reservas de la Biosfera Mbaracayú,Mbaracayú,0.785315,0.7900478260869566,0.8067434782608697,0.7913826086956522,0.7950173913043478,0.8015739130434784,0.8036434782608697,0.7988608695652174,0.8127782608695653,0.8016869565217392,0.7724173913043478,0.800508695652174,0.8146217391304348,0.7962086956521739,0.7853869565217392,0.779395652173913,0.7818391304347826,0.7772304347826088,0.8074,0.7658086956521739,0.7930608695652175,0.7293434782608696,0.7703521739130436,0.7857434782608697,0.782608695652174,0.806608695652174
34,Parque Nacional,San Rafael,0.72001,0.7586478260869566,0.7694869565217392,0.7612826086956522,0.7428869565217391,0.7709652173913043,0.7698521739130435,0.7637347826086958,0.7517347826086958,0.7367,0.7220130434782609,0.7626565217391305,0.7415521739130435,0.7690695652173913,0.7431478260869565,0.7719478260869566,0.7478260869565218,0.765104347826087,0.7518,0.750204347826087,0.7288434782608696,0.7454695652173914,0.7208608695652174,0.7740608695652175,0.7841652173913043,0.7609478260869565
35,Refugio de Vida Silvestre,Yabebyry,0.7247250000000001,0.7317695652173913,0.7421652173913044,0.7202869565217391,0.707304347826087,0.7070652173913043,0.7031521739130435,0.7116913043478261,0.6595913043478261,0.7011434782608696,0.7076434782608696,0.6774739130434784,0.6732043478260871,0.6563652173913044,0.7182000000000001,0.6908347826086957,0.6870826086956522,0.6807217391304349,0.6899478260869565,0.6955782608695652,0.698708695652174,0.7148434782608696,0.725395652173913,0.7661478260869565,0.7548869565217391,0.7418130434782609
36,Refugio de Vida Silvestre,Yabebyry,0.62944,0.6168565217391304,0.6315434782608697,0.6077,0.6008739130434784,0.5724434782608696,0.5875,0.6259391304347827,0.5915304347826087,0.6075652173913043,0.6120434782608696,0.6227217391304348,0.6160173913043478,0.6209608695652175,0.6539608695652175,0.6588913043478262,0.6569869565217391,0.6381521739130436,0.6656652173913044,0.6726913043478261,0.6515173913043478,0.6514782608695653,0.6166478260869566,0.611104347826087,0.6249173913043479,0.6542173913043479
37,Parque Nacional,Paso Bravo,0.7165100000000001,0.6971782608695652,0.6315826086956522,0.6821739130434783,0.6638304347826087,0.6525565217391305,0.7037347826086957,0.6106086956521739,0.6782521739130435,0.6816217391304348,0.698113043478261,0.6557000000000001,0.7075652173913043,0.6576608695652174,0.6898217391304349,0.7061652173913043,0.6634434782608696,0.6288260869565218,0.6955304347826088,0.6421086956521739,0.6790260869565218,0.6170478260869565,0.6350434782608696,0.6828391304347826,0.6738347826086958,0.7242869565217391
38,Parque Nacional,Lago Ypoa,0.6512100000000001,0.633295652173913,0.6618565217391305,0.6039217391304348,0.6257869565217391,0.5971434782608697,0.6591608695652175,0.6128608695652175,0.626404347826087,0.5855434782608696,0.6577260869565217,0.6351478260869565,0.6200608695652174,0.6743782608695652,0.6201260869565217,0.6827304347826088,0.6733739130434784,0.6064304347826087,0.672004347826087,0.6426086956521739,0.558,0.7184347826086958,0.6505695652173913,0.6702086956521739,0.7416434782608696,0.7462304347826088
39,Parque Nacional,Paso Bravo,0.7362850000000001,0.7268130434782609,0.7003782608695652,0.738413043478261,0.7430130434782609,0.7241826086956522,0.7451869565217392,0.6631,0.7254217391304348,0.7392478260869565,0.7476652173913043,0.7285391304347827,0.7539434782608696,0.7315304347826087,0.744104347826087,0.7413086956521739,0.7408086956521739,0.7306217391304348,0.7406695652173914,0.6894347826086957,0.7488652173913043,0.6778391304347826,0.7067913043478261,0.7273478260869566,0.7227478260869565,0.7791304347826087
